Customer_ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Monthly_Income,Account_Balance,Family_Size,City,Cluster
104181,Male,Yes,31,No,Engineer,8,2482531,10640223,6,Baghdad,5
104182,Female,Yes,44,No,Trader,18,3040829,19418221,3,Najaf,5
104183,Male,Yes,36,No,Laborer,3,326286,311993,6,Anbar,3
104184,Female,Yes,30,No,Government_Employee,11,883567,3123857,4,Erbil,2
104185,Male,Yes,47,Yes,Trader,19,2590220,11108150,5,Baghdad,5
104186,Male,Yes,74,Yes,Retired,18,761342,4132172,1,Sulaymaniyah,4
104187,Male,Yes,41,No,Driver,6,500785,415664,7,Anbar,1
104188,Male,Yes,36,Yes,Teacher,7,851676,1779299,3,Karbala,6
104189,Male,Yes,19,No,Student,0,256640,580789,3,Karbala,0
104190,Male,Yes,66,No,Retired,29,696594,8342040,1,Mosul,4
104191,Female,Yes,44,Yes,Trader,11,1929355,14070002,6,Erbil,5
104192,Male,No,33,Yes,Government_Employee,8,916712,2186200,3,Najaf,2
104193,Male,No,48,Yes,Driver,13,404851,1089151,4,Baghdad,1
104194,Male,No,39,No,Homemaker,11,385496,495044,4,Erbil,1
104195,Female,Yes,36,No,Government_Employee,6,529512,2716054,5,Baghdad,2
104196,Female,Yes,41,Yes,Government_Employee,4,1107476,2878843,5,Basra,2
104197,Male,Yes,45,No,Engineer,13,2280049,13975492,3,Dhi_Qar,5
104198,Male,Yes,30,Yes,Teacher,6,908755,3347896,3,Basra,6
104199,Female,Yes,32,Yes,Private_Sector,11,893740,3574614,3,Sulaymaniyah,6
104200,Male,No,29,Yes,Government_Employee,11,1070202,3517124,3,Sulaymaniyah,2
104201,Male,Yes,75,No,Retired,28,864384,6750928,3,Erbil,4
104202,Male,Yes,39,No,Private_Sector,7,1081844,2258229,5,Anbar,6
104203,Male,Yes,51,No,Driver,3,532936,504667,6,Baghdad,1
104204,Female,Yes,82,No,Retired,28,606210,8054031,2,Baghdad,4
104205,Female,Yes,54,No,Engineer,6,3163570,18921948,6,Sulaymaniyah,5
104206,Male,No,21,No,Student,0,150000,159366,2,Najaf,0
104207,Female,No,23,No,Unemployed,2,498853,305024,3,Anbar,6
104208,Male,Yes,30,No,Private_Sector,4,1127949,1296690,5,Anbar,6
104209,Female,Yes,64,No,Retired,25,500714,2084369,1,Karbala,4
104210,Male,Yes,34,Yes,Trader,16,2016940,14430863,5,Basra,5
104211,Female,Yes,61,Yes,Retired,29,493358,5111991,1,Basra,4
104212,Male,No,26,Yes,Unemployed,2,436196,466326,1,Erbil,6
104213,Male,No,78,No,Retired,21,629146,3809738,1,Mosul,4
104214,Male,Yes,33,No,Homemaker,9,399630,625758,7,Dhi_Qar,1
104215,Female,No,23,Yes,Unemployed,1,262589,53854,3,Karbala,6
104216,Female,No,22,No,Unemployed,2,608031,182140,3,Anbar,6
104217,Male,Yes,45,No,Laborer,8,449990,659587,8,Mosul,3
104218,Female,Yes,32,No,Government_Employee,4,828106,4338154,4,Anbar,2
104219,Male,No,32,Yes,Teacher,8,969319,2307366,4,Baghdad,6
104220,Male,Yes,60,Yes,Retired,18,298686,8761727,2,Sulaymaniyah,4
104221,Male,Yes,50,Yes,Homemaker,16,418868,1004821,7,Baghdad,1
104222,Female,Yes,45,Yes,Homemaker,3,347019,138155,5,Najaf,1
104223,Male,No,31,Yes,Government_Employee,10,859993,2809192,3,Mosul,2
104224,Female,Yes,54,Yes,Doctor,16,2678299,25212425,3,Sulaymaniyah,5
104225,Female,No,19,No,Private_Sector,0,150000,301941,1,Sulaymaniyah,6
104226,Female,Yes,48,Yes,Doctor,7,2338167,14544654,5,Baghdad,5
104227,Male,Yes,83,No,Retired,29,548303,4644990,2,Najaf,4
104228,Female,Yes,34,No,Government_Employee,8,1070064,1498603,3,Baghdad,2
104229,Male,Yes,32,Yes,Doctor,14,1937704,19306554,6,Baghdad,5
104230,Male,Yes,76,Yes,Retired,28,492646,8056164,4,Basra,4
104231,Female,No,20,No,Student,2,300378,371901,2,Mosul,0
104232,Female,Yes,34,Yes,Private_Sector,10,782204,2916517,4,Najaf,6
104233,Male,Yes,34,Yes,Private_Sector,11,862001,2714530,4,Basra,6
104234,Male,Yes,32,Yes,Homemaker,10,323184,978243,6,Baghdad,1
104235,Male,Yes,59,Yes,Retired,22,739970,6447878,1,Sulaymaniyah,4
104236,Female,No,33,Yes,Engineer,5,3675918,11674724,6,Baghdad,5
104237,Female,Yes,31,Yes,Teacher,6,953296,2826944,5,Sulaymaniyah,6
104238,Male,Yes,39,No,Driver,19,526922,405569,7,Baghdad,1
104239,Male,No,39,No,Teacher,6,555278,4433920,3,Erbil,6
104240,Male,Yes,72,No,Retired,19,548479,5031061,3,Baghdad,4
104241,Female,Yes,32,No,Private_Sector,11,1133790,3822323,4,Baghdad,6
104242,Female,No,48,No,Driver,13,418778,853861,6,Basra,1
104243,Female,No,19,No,Unemployed,0,216745,477726,1,Basra,6
104244,Male,No,22,No,Laborer,0,207285,294395,2,Basra,3
104245,Female,Yes,36,Yes,Homemaker,14,408423,293777,5,Anbar,1
104246,Male,No,18,No,Laborer,2,247428,177222,3,Najaf,3
104247,Female,Yes,30,Yes,Engineer,17,3625050,17734104,4,Sulaymaniyah,5
104248,Female,No,37,No,Teacher,11,792398,3926313,5,Baghdad,6
104249,Male,Yes,49,Yes,Doctor,7,3535968,11067835,4,Najaf,5
104250,Female,Yes,47,Yes,Trader,18,2286047,13355472,5,Baghdad,5
104251,Female,Yes,35,Yes,Doctor,11,2801418,11259007,5,Baghdad,5
104252,Female,Yes,30,Yes,Doctor,7,3538692,13526944,4,Sulaymaniyah,5
104253,Female,No,84,No,Retired,21,731005,6973055,1,Baghdad,4
104254,Male,No,18,No,Private_Sector,1,329850,475114,2,Mosul,6
104255,Male,Yes,78,No,Retired,21,549274,8623232,2,Basra,4
104256,Female,No,24,Yes,Laborer,0,360236,425791,2,Baghdad,3
104257,Female,No,81,No,Retired,17,841168,8009378,4,Mosul,4
104258,Male,Yes,28,No,Private_Sector,7,981002,3361951,5,Basra,6
104259,Male,No,74,No,Retired,27,528651,10111914,4,Mosul,4
104260,Female,No,23,Yes,Unemployed,0,418848,444580,3,Mosul,6
104261,Female,Yes,35,No,Homemaker,18,198495,415352,7,Karbala,1
104262,Male,Yes,49,No,Driver,9,444270,876932,6,Baghdad,1
104263,Female,Yes,42,No,Driver,9,468115,388457,6,Mosul,1
104264,Male,Yes,83,Yes,Retired,19,485700,7048004,4,Baghdad,4
104265,Male,Yes,75,Yes,Retired,22,542852,10217146,2,Erbil,4
104266,Female,No,26,No,Laborer,0,283672,308799,1,Erbil,3
104267,Female,Yes,29,Yes,Teacher,9,1127481,3316112,5,Karbala,6
104268,Male,No,18,Yes,Private_Sector,2,292378,530199,2,Najaf,6
104269,Female,Yes,22,No,Student,2,505059,83526,3,Mosul,0
104270,Male,Yes,79,No,Retired,19,756772,1911970,2,Anbar,4
104271,Male,Yes,36,No,Laborer,7,444877,355523,6,Baghdad,3
104272,Female,Yes,38,No,Driver,7,446431,976868,4,Karbala,1
104273,Female,No,35,Yes,Teacher,8,962990,2092732,4,Basra,6
104274,Male,Yes,35,Yes,Government_Employee,7,1092988,2826071,4,Basra,2
104275,Male,Yes,49,Yes,Trader,8,2665349,14899370,3,Anbar,5
104276,Female,No,26,Yes,Laborer,1,354180,364959,1,Erbil,3
104277,Female,No,59,No,Retired,19,609969,5506684,2,Baghdad,4
104278,Male,Yes,44,No,Driver,19,433350,1348837,6,Najaf,1
104279,Female,Yes,49,Yes,Engineer,6,1805256,15392427,4,Baghdad,5
104280,Male,Yes,39,No,Homemaker,11,476769,888038,7,Anbar,1
104281,Male,No,21,No,Laborer,1,360283,660347,1,Baghdad,3
104282,Female,Yes,38,No,Homemaker,12,487232,177039,4,Mosul,1
104283,Male,No,36,No,Teacher,3,1000515,2581518,3,Karbala,6
104284,Female,Yes,50,No,Doctor,11,1956555,17652951,5,Diyala,5
104285,Female,Yes,35,No,Driver,4,602101,637461,5,Basra,1
104286,Male,Yes,53,Yes,Trader,14,1715293,17203158,4,Karbala,5
104287,Male,Yes,77,No,Retired,18,573145,3673780,3,Dhi_Qar,4
104288,Female,No,23,No,Laborer,2,425524,440562,3,Baghdad,3
104289,Female,No,21,No,Laborer,2,355388,582056,1,Najaf,3
104290,Male,Yes,31,Yes,Driver,12,794278,908141,7,Karbala,1
104291,Male,Yes,53,No,Driver,18,525746,429776,5,Mosul,1
104292,Female,Yes,72,No,Retired,22,500278,4924983,3,Dhi_Qar,4
104293,Female,Yes,36,Yes,Engineer,8,1813343,15964866,3,Baghdad,5
104294,Female,Yes,37,Yes,Private_Sector,7,525878,2286645,4,Basra,6
104295,Female,No,21,No,Student,1,570220,391083,1,Mosul,0
104296,Male,Yes,32,No,Driver,11,570484,857476,5,Dhi_Qar,1
104297,Female,Yes,36,No,Laborer,19,242945,822526,6,Baghdad,3
104298,Female,Yes,29,Yes,Private_Sector,3,1087660,1625001,3,Diyala,6
104299,Male,No,66,No,Retired,19,593778,7250474,4,Erbil,4
104300,Female,Yes,38,Yes,Trader,5,2915032,19967085,4,Karbala,5
104301,Male,Yes,36,No,Doctor,7,2490938,14026033,6,Mosul,5
104302,Female,Yes,30,Yes,Engineer,9,2129473,3854413,5,Karbala,5
104303,Male,Yes,34,No,Engineer,9,2438719,14722640,3,Sulaymaniyah,5
104304,Male,No,22,No,Laborer,2,466317,618184,2,Baghdad,3
104305,Male,Yes,31,Yes,Private_Sector,10,904421,1157093,3,Basra,6
104306,Male,Yes,28,Yes,Government_Employee,8,920269,2998856,3,Basra,2
104307,Male,Yes,32,No,Private_Sector,5,830133,2400914,3,Erbil,6
104308,Male,Yes,40,Yes,Government_Employee,10,952763,1531122,4,Baghdad,2
104309,Male,Yes,43,No,Driver,7,383649,313509,7,Mosul,1
104310,Male,No,35,No,Laborer,6,563962,454725,4,Najaf,3
104311,Male,Yes,58,No,Retired,18,846660,5898120,1,Basra,4
104312,Female,No,31,No,Private_Sector,7,746806,2325974,3,Erbil,6
104313,Male,No,50,Yes,Engineer,16,3117719,23555311,4,Karbala,5
104314,Male,Yes,50,Yes,Trader,18,2924884,17061412,6,Basra,5
104315,Male,Yes,28,Yes,Private_Sector,6,772051,1729692,5,Baghdad,6
104316,Female,Yes,42,No,Driver,11,627891,511263,7,Baghdad,1
104317,Male,Yes,66,No,Retired,17,834966,6227446,2,Dhi_Qar,4
104318,Male,No,60,No,Retired,25,845885,4484394,3,Baghdad,4
104319,Male,Yes,38,No,Government_Employee,9,1252634,1443374,5,Baghdad,2
104320,Female,Yes,31,No,Private_Sector,8,993035,284887,3,Karbala,6
104321,Female,Yes,39,No,Teacher,11,864364,2467621,4,Basra,6
104322,Male,Yes,82,No,Retired,22,578586,1954443,2,Baghdad,4
104323,Male,Yes,66,Yes,Retired,27,633131,8035035,3,Baghdad,4
104324,Female,Yes,77,No,Retired,23,628284,3649345,2,Basra,4
104325,Male,Yes,40,Yes,Trader,6,3075371,12848592,4,Erbil,5
104326,Male,Yes,32,No,Private_Sector,5,1158719,1726410,4,Mosul,6
104327,Male,Yes,80,No,Retired,21,674622,3461472,2,Baghdad,4
104328,Female,Yes,45,Yes,Trader,5,2025300,15961802,3,Karbala,5
104329,Male,Yes,37,No,Laborer,10,281301,539497,7,Diyala,3
104330,Female,Yes,40,Yes,Private_Sector,6,958523,3676333,3,Anbar,6
104331,Female,No,20,No,Student,0,300165,174588,2,Baghdad,0
104332,Female,Yes,65,No,Retired,15,499412,5695191,4,Baghdad,4
104333,Female,No,22,No,Student,0,491575,519151,3,Baghdad,0
104334,Female,No,23,No,Student,1,410599,171253,1,Erbil,0
104335,Male,No,39,Yes,Trader,18,935867,26471553,6,Baghdad,5
104336,Male,Yes,71,No,Retired,17,708879,5918597,4,Najaf,4
104337,Female,Yes,28,Yes,Government_Employee,6,855716,2830080,3,Basra,2
104338,Male,No,25,No,Unemployed,1,308484,195033,1,Basra,6
104339,Female,Yes,49,Yes,Engineer,19,2538155,10754716,6,Diyala,5
104340,Male,Yes,80,Yes,Retired,27,463688,6506947,1,Baghdad,4
104341,Female,Yes,44,Yes,Driver,12,448612,985001,8,Baghdad,1
104342,Male,Yes,39,Yes,Government_Employee,11,608560,2650907,4,Basra,2
104343,Female,Yes,29,Yes,Government_Employee,9,1004736,2086873,4,Karbala,2
104344,Female,No,59,No,Retired,24,651219,6941256,1,Karbala,4
104345,Female,Yes,68,No,Retired,21,585056,5146828,3,Najaf,4
104346,Male,Yes,29,Yes,Government_Employee,5,803809,2615522,3,Diyala,2
104347,Male,No,25,No,Student,1,513799,276562,3,Karbala,0
104348,Male,Yes,29,No,Teacher,8,793673,3693511,5,Baghdad,6
104349,Female,No,32,No,Government_Employee,9,971532,2890087,5,Baghdad,2
104350,Female,Yes,45,Yes,Trader,6,1835572,16708995,6,Najaf,5
104351,Male,No,20,No,Private_Sector,2,475233,345353,2,Anbar,6
104352,Male,No,24,No,Student,1,519795,368199,1,Mosul,0
104353,Male,Yes,46,No,Laborer,9,439806,691698,5,Sulaymaniyah,3
104354,Female,Yes,42,Yes,Doctor,5,2668918,6963149,3,Baghdad,5
104355,Female,No,21,No,Private_Sector,0,325690,431635,1,Sulaymaniyah,6
104356,Male,Yes,63,No,Retired,23,488068,4507154,2,Najaf,4
104357,Female,No,23,No,Unemployed,0,556111,259508,1,Erbil,6
104358,Male,Yes,41,Yes,Government_Employee,8,809051,3980024,3,Basra,2
104359,Male,Yes,46,Yes,Trader,16,3350147,21975777,5,Basra,5
104360,Male,Yes,79,Yes,Retired,26,990520,7418382,4,Anbar,4
104361,Female,Yes,32,No,Driver,12,640133,1035960,6,Najaf,1
104362,Male,Yes,39,Yes,Private_Sector,3,832201,3002092,3,Basra,6
104363,Male,No,19,No,Laborer,1,378985,385647,2,Baghdad,3
104364,Female,No,24,Yes,Student,2,309382,75513,2,Karbala,0
104365,Female,Yes,36,No,Government_Employee,6,765924,3382404,5,Baghdad,2
104366,Male,No,22,No,Unemployed,0,458356,226771,3,Sulaymaniyah,6
104367,Male,Yes,40,Yes,Private_Sector,5,502157,2351697,3,Baghdad,6
104368,Male,Yes,41,No,Private_Sector,4,1112459,1797129,3,Mosul,6
104369,Female,Yes,30,No,Laborer,14,705900,314388,5,Sulaymaniyah,3
104370,Male,Yes,45,No,Laborer,13,510520,420864,7,Mosul,3
104371,Male,Yes,32,Yes,Teacher,4,1058562,626081,4,Erbil,6
104372,Female,Yes,29,Yes,Government_Employee,4,1233075,3986402,4,Basra,2
104373,Male,No,31,No,Driver,6,392871,622375,6,Diyala,1
104374,Female,Yes,61,No,Retired,21,671045,3347577,1,Sulaymaniyah,4
104375,Male,Yes,44,No,Driver,15,588545,870485,8,Erbil,1
104376,Female,Yes,31,No,Government_Employee,9,630697,2788176,3,Karbala,2
104377,Male,No,23,No,Student,0,382030,404838,3,Karbala,0
104378,Male,Yes,37,No,Teacher,7,903791,5175712,3,Baghdad,6
104379,Female,No,22,Yes,Private_Sector,2,415499,264372,1,Basra,6
104380,Female,No,42,Yes,Engineer,15,2719841,21492003,5,Dhi_Qar,5
104381,Male,Yes,31,Yes,Trader,16,3842102,16771462,5,Najaf,5
104382,Female,No,20,Yes,Unemployed,0,404783,365987,1,Basra,6
104383,Male,Yes,75,Yes,Retired,26,638483,12074919,1,Baghdad,4
104384,Female,No,77,Yes,Retired,28,577407,6507327,1,Sulaymaniyah,4
104385,Male,Yes,37,Yes,Teacher,7,1281417,1753908,5,Sulaymaniyah,6
104386,Female,Yes,38,No,Government_Employee,4,977164,2588429,3,Diyala,2
104387,Male,No,34,Yes,Private_Sector,8,1156221,1358467,3,Baghdad,6
104388,Female,Yes,79,Yes,Retired,17,382329,4221664,2,Baghdad,4
104389,Female,Yes,46,Yes,Trader,11,2692925,19128668,3,Basra,5
104390,Female,Yes,42,No,Homemaker,4,627974,276717,5,Mosul,1
104391,Female,Yes,46,No,Doctor,16,2491718,11105191,4,Karbala,5
104392,Male,Yes,40,Yes,Government_Employee,9,586418,1662091,3,Basra,2
104393,Female,Yes,84,No,Retired,16,497844,4480681,1,Mosul,4
104394,Female,Yes,52,Yes,Doctor,10,1685182,15849683,5,Baghdad,5
104395,Male,No,22,Yes,Student,1,400879,145834,3,Anbar,0
104396,Male,Yes,62,No,Retired,27,606478,4523594,4,Erbil,4
104397,Male,Yes,43,Yes,Driver,13,296106,713430,6,Anbar,1
104398,Male,Yes,28,Yes,Government_Employee,4,915880,570387,4,Baghdad,2
104399,Female,Yes,50,Yes,Trader,8,2390289,11165117,6,Karbala,5
104400,Female,No,24,No,Unemployed,1,442698,291587,3,Anbar,6
104401,Female,No,24,Yes,Private_Sector,0,348355,465054,3,Diyala,6
104402,Male,Yes,28,Yes,Government_Employee,5,1033819,2947923,4,Erbil,2
104403,Female,No,35,No,Laborer,12,384455,1003285,7,Najaf,3
104404,Female,No,23,Yes,Private_Sector,1,504820,534138,3,Mosul,6
104405,Female,No,32,No,Government_Employee,8,844128,2567863,5,Mosul,2
104406,Female,Yes,75,No,Retired,27,502967,6946785,1,Baghdad,4
104407,Male,Yes,42,Yes,Homemaker,6,292759,687163,5,Baghdad,1
104408,Female,Yes,52,No,Laborer,13,159433,428437,7,Najaf,3
104409,Male,Yes,30,Yes,Doctor,17,3451206,20033604,6,Baghdad,5
104410,Male,No,18,No,Laborer,2,338266,509683,3,Erbil,3
104411,Female,Yes,34,No,Private_Sector,9,628206,3528081,5,Baghdad,6
104412,Female,Yes,48,No,Laborer,12,440172,726354,5,Baghdad,3
104413,Female,No,36,Yes,Private_Sector,7,1061260,1472903,3,Mosul,6
104414,Male,No,21,Yes,Student,1,297058,0,1,Diyala,0
104415,Female,Yes,36,No,Laborer,11,278445,466879,7,Diyala,3
104416,Male,Yes,50,No,Driver,13,328561,317597,8,Karbala,1
104417,Male,Yes,82,No,Retired,20,679798,4939309,3,Anbar,4
104418,Female,No,24,No,Student,0,346858,803380,1,Baghdad,0
104419,Male,No,60,No,Retired,24,520792,5906220,3,Baghdad,4
104420,Female,No,18,Yes,Student,2,494173,244557,1,Sulaymaniyah,0
104421,Male,Yes,36,No,Government_Employee,5,1258698,2025205,5,Dhi_Qar,2
104422,Female,No,24,Yes,Laborer,1,259749,295416,2,Baghdad,3
104423,Male,No,26,Yes,Student,1,289899,499383,2,Sulaymaniyah,0
104424,Female,Yes,36,Yes,Driver,18,285798,738695,4,Mosul,1
104425,Female,Yes,71,No,Retired,27,501104,4230114,4,Mosul,4
104426,Male,No,59,Yes,Retired,24,647384,5167272,2,Basra,4
104427,Female,Yes,52,Yes,Engineer,13,3000050,24907245,4,Dhi_Qar,5
104428,Male,No,21,No,Laborer,0,365323,508261,3,Basra,3
104429,Male,No,24,No,Student,2,379674,703239,3,Baghdad,0
104430,Male,Yes,28,No,Government_Employee,6,1040421,1503537,4,Dhi_Qar,2
104431,Male,Yes,34,No,Driver,5,510719,76238,5,Mosul,1
104432,Female,Yes,33,Yes,Doctor,15,1960601,16341598,6,Basra,5
104433,Male,No,19,No,Student,2,387153,399210,1,Baghdad,0
104434,Male,Yes,39,Yes,Government_Employee,4,938128,2816775,4,Najaf,2
104435,Male,Yes,41,Yes,Teacher,10,1020499,2516087,5,Baghdad,6
104436,Male,No,25,No,Student,2,344123,219129,2,Sulaymaniyah,0
104437,Female,No,23,Yes,Private_Sector,1,286361,521873,3,Basra,6
104438,Female,Yes,46,Yes,Engineer,19,2291832,16391653,3,Erbil,5
104439,Female,Yes,46,No,Laborer,9,451704,527572,4,Diyala,3
104440,Male,Yes,30,Yes,Government_Employee,7,818041,2587373,3,Basra,2
104441,Female,Yes,36,No,Teacher,4,1178524,2322571,4,Sulaymaniyah,6
104442,Male,Yes,71,No,Retired,27,634161,7517154,2,Baghdad,4
104443,Female,Yes,46,Yes,Trader,10,1263450,13325126,5,Baghdad,5
104444,Male,Yes,35,No,Trader,16,3511526,12643161,4,Baghdad,5
104445,Male,No,80,Yes,Retired,20,425571,4640593,4,Mosul,4
104446,Male,Yes,66,Yes,Retired,22,602257,4560592,3,Najaf,4
104447,Female,No,25,No,Unemployed,2,420891,955544,1,Najaf,6
104448,Female,Yes,42,No,Engineer,9,2741332,17873020,4,Najaf,5
104449,Female,No,22,No,Student,1,477564,298767,1,Najaf,0
104450,Female,No,19,No,Student,1,420734,388802,3,Baghdad,0
104451,Male,No,19,No,Student,2,205260,658522,3,Basra,0
104452,Male,No,22,No,Private_Sector,0,309906,331611,1,Baghdad,6
104453,Male,Yes,44,No,Driver,14,410214,1082810,4,Baghdad,1
104454,Male,No,18,Yes,Unemployed,1,320103,333374,3,Baghdad,6
104455,Female,No,25,No,Student,2,433178,405980,2,Erbil,0
104456,Male,Yes,29,Yes,Private_Sector,11,659551,2308749,5,Najaf,6
104457,Female,Yes,67,No,Retired,27,771315,11607095,1,Baghdad,4
104458,Male,Yes,33,Yes,Trader,18,2237964,9252818,5,Baghdad,5
104459,Male,Yes,33,Yes,Engineer,7,2939309,18063965,3,Sulaymaniyah,5
104460,Male,No,76,No,Retired,16,708516,4093377,1,Mosul,4
104461,Male,Yes,35,No,Teacher,5,1188809,2420723,3,Najaf,6
104462,Female,Yes,65,Yes,Retired,29,625919,4570551,3,Baghdad,4
104463,Male,Yes,35,Yes,Engineer,14,3108090,15878538,4,Baghdad,5
104464,Male,Yes,29,No,Private_Sector,11,889460,2585651,4,Sulaymaniyah,6
104465,Male,Yes,38,No,Government_Employee,8,613453,2775157,3,Basra,2
104466,Female,Yes,32,No,Driver,12,545582,385301,7,Mosul,1
104467,Male,Yes,73,Yes,Retired,21,553503,4034544,1,Najaf,4
104468,Male,No,45,Yes,Trader,11,2379996,13265927,4,Basra,5
104469,Female,Yes,48,Yes,Doctor,10,1940619,6953750,6,Karbala,5
104470,Male,Yes,40,Yes,Engineer,10,2740365,11686461,4,Baghdad,5
104471,Female,No,22,No,Student,0,258215,1079240,1,Anbar,0
104472,Female,No,20,No,Student,2,399345,249488,1,Baghdad,0
104473,Male,No,50,Yes,Engineer,5,936932,16961353,5,Erbil,5
104474,Female,Yes,70,No,Retired,19,640573,6282415,4,Erbil,4
104475,Female,Yes,30,No,Laborer,7,340262,464047,4,Baghdad,3
104476,Male,Yes,41,Yes,Trader,11,2726662,21533756,4,Basra,5
104477,Female,Yes,84,No,Retired,20,464511,5906335,4,Sulaymaniyah,4
104478,Female,Yes,31,Yes,Doctor,7,1881964,17380931,3,Baghdad,5
104479,Female,Yes,41,No,Government_Employee,5,707761,2068596,3,Diyala,2
104480,Female,Yes,37,Yes,Teacher,9,1072814,2643245,4,Basra,6
104481,Female,Yes,45,No,Laborer,14,346113,1199807,4,Baghdad,3
104482,Female,Yes,37,Yes,Driver,10,508201,379342,7,Sulaymaniyah,1
104483,Male,Yes,50,No,Laborer,8,279867,1173082,4,Diyala,3
104484,Female,Yes,40,No,Trader,10,2247105,16235241,3,Basra,5
104485,Male,No,21,No,Student,1,473893,177160,1,Baghdad,0
104486,Male,No,18,No,Private_Sector,0,266667,683842,1,Erbil,6
104487,Female,Yes,35,Yes,Laborer,18,296046,848269,7,Anbar,3
104488,Male,No,25,Yes,Laborer,0,380490,372226,3,Sulaymaniyah,3
104489,Male,Yes,32,Yes,Government_Employee,7,746059,2678977,5,Erbil,2
104490,Male,Yes,79,No,Retired,18,215956,5631472,4,Baghdad,4
104491,Female,Yes,21,Yes,Unemployed,0,234094,823870,1,Erbil,6
104492,Male,Yes,59,Yes,Retired,20,689303,6491002,3,Dhi_Qar,4
104493,Female,Yes,29,Yes,Government_Employee,11,583137,1816877,5,Sulaymaniyah,2
104494,Male,No,71,Yes,Retired,25,618584,1769142,3,Basra,4
104495,Female,Yes,68,No,Retired,28,670438,2177719,1,Mosul,4
104496,Male,No,41,Yes,Government_Employee,9,765254,3080480,5,Baghdad,2
104497,Male,Yes,35,No,Government_Employee,9,591406,1172254,5,Baghdad,2
104498,Male,Yes,41,Yes,Teacher,9,905579,1612111,3,Basra,6
104499,Female,No,32,Yes,Doctor,19,1920845,13080807,4,Basra,5
104500,Male,Yes,40,No,Homemaker,11,679391,866071,4,Baghdad,1
104501,Male,Yes,54,Yes,Trader,10,1246699,19027084,3,Baghdad,5
104502,Male,Yes,31,Yes,Private_Sector,6,981641,1822399,3,Erbil,6
104503,Male,Yes,40,Yes,Private_Sector,7,830783,1623476,4,Karbala,6
104504,Female,No,25,No,Student,2,237773,591213,2,Baghdad,0
104505,Female,No,66,No,Retired,18,659437,8009358,4,Erbil,4
104506,Male,Yes,42,Yes,Trader,16,2080935,21477152,5,Baghdad,5
104507,Female,Yes,50,No,Homemaker,4,298675,809672,8,Baghdad,1
104508,Male,No,45,Yes,Trader,6,2217470,14965251,6,Anbar,5
104509,Female,Yes,32,No,Homemaker,3,317870,254579,4,Erbil,1
104510,Male,Yes,32,No,Government_Employee,8,739599,2779192,4,Baghdad,2
104511,Female,Yes,34,Yes,Trader,5,2764800,22177677,3,Karbala,5
104512,Female,No,18,No,Student,1,540422,554973,1,Diyala,0
104513,Male,No,83,Yes,Retired,16,655989,5281427,2,Basra,4
104514,Male,No,18,No,Student,2,370631,838458,3,Karbala,0
104515,Female,Yes,24,No,Laborer,2,403110,229785,1,Sulaymaniyah,3
104516,Female,Yes,31,Yes,Government_Employee,10,1202572,2389943,3,Baghdad,2
104517,Female,No,70,No,Retired,16,745421,5353662,3,Karbala,4
104518,Male,Yes,33,No,Engineer,17,3442819,19928708,4,Baghdad,5
104519,Male,Yes,38,Yes,Private_Sector,7,1138349,2217699,4,Najaf,6
104520,Male,Yes,52,No,Homemaker,8,593648,450210,7,Dhi_Qar,1
104521,Male,No,82,No,Retired,29,425163,6040198,2,Sulaymaniyah,4
104522,Male,No,21,No,Student,1,450577,473406,3,Baghdad,0
104523,Male,Yes,35,No,Private_Sector,9,1001207,1232630,4,Basra,6
104524,Male,Yes,68,Yes,Retired,26,746506,6320234,2,Sulaymaniyah,4
104525,Female,Yes,43,No,Homemaker,8,472765,388729,4,Baghdad,1
104526,Male,No,62,No,Retired,25,393389,4082606,3,Baghdad,4
104527,Female,Yes,43,No,Homemaker,18,374629,1221669,8,Mosul,1
104528,Female,No,18,Yes,Private_Sector,0,448875,723261,1,Dhi_Qar,6
104529,Female,No,26,Yes,Student,2,336160,58486,2,Baghdad,0
104530,Male,Yes,30,Yes,Government_Employee,9,773414,2744910,5,Basra,2
104531,Female,No,26,No,Student,1,256469,146795,2,Dhi_Qar,0
104532,Male,Yes,64,No,Retired,21,499451,7146645,4,Dhi_Qar,4
104533,Male,Yes,46,No,Laborer,13,670412,653668,5,Najaf,3
104534,Male,Yes,36,Yes,Teacher,4,1074378,2633415,5,Dhi_Qar,6
104535,Female,Yes,47,Yes,Engineer,5,1917313,20716946,3,Diyala,5
104536,Female,Yes,36,Yes,Private_Sector,11,1094453,2892699,4,Basra,6
104537,Male,No,20,No,Student,0,349318,509009,3,Baghdad,0
104538,Female,No,19,Yes,Private_Sector,1,276887,60880,3,Anbar,6
104539,Male,Yes,75,No,Retired,21,591177,6150181,1,Mosul,4
104540,Female,Yes,48,No,Driver,10,274201,390165,6,Baghdad,1
104541,Male,Yes,35,No,Private_Sector,10,939548,2310095,4,Dhi_Qar,6
104542,Female,No,18,No,Student,0,382487,295923,1,Diyala,0
104543,Female,Yes,78,No,Retired,23,652150,5697854,4,Karbala,4
104544,Male,Yes,35,Yes,Private_Sector,8,848433,1615622,3,Mosul,6
104545,Male,Yes,65,No,Retired,29,753423,5814784,4,Anbar,4
104546,Male,No,69,No,Retired,23,411017,5444300,1,Baghdad,4
104547,Female,Yes,28,Yes,Teacher,5,1089053,2371102,5,Anbar,6
